,hospital_pk,collection_week,state,ccn,hospital_name,address,city,zip,hospital_subtype,fips_code,is_metro_micro,total_beds_7_day_avg,all_adult_hospital_beds_7_day_avg,all_adult_hospital_inpatient_beds_7_day_avg,inpatient_beds_used_7_day_avg,all_adult_hospital_inpatient_bed_occupied_7_day_avg,total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_avg,total_adult_patients_hospitalized_confirmed_covid_7_day_avg,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_avg,total_pediatric_patients_hospitalized_confirmed_covid_7_day_avg,inpatient_beds_7_day_avg,total_icu_beds_7_day_avg,total_staffed_adult_icu_beds_7_day_avg,icu_beds_used_7_day_avg,staffed_adult_icu_bed_occupancy_7_day_avg,staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_avg,staffed_icu_adult_patients_confirmed_covid_7_day_avg,total_patients_hospitalized_confirmed_influenza_7_day_avg,icu_patients_confirmed_influenza_7_day_avg,total_patients_hospitalized_confirmed_influenza_and_covid_7_day_avg,total_beds_7_day_sum,all_adult_hospital_beds_7_day_sum,all_adult_hospital_inpatient_beds_7_day_sum,inpatient_beds_used_7_day_sum,all_adult_hospital_inpatient_bed_occupied_7_day_sum,total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_sum,total_adult_patients_hospitalized_confirmed_covid_7_day_sum,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_sum,total_pediatric_patients_hospitalized_confirmed_covid_7_day_sum,inpatient_beds_7_day_sum,total_icu_beds_7_day_sum,total_staffed_adult_icu_beds_7_day_sum,icu_beds_used_7_day_sum,staffed_adult_icu_bed_occupancy_7_day_sum,staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_sum,staffed_icu_adult_patients_confirmed_covid_7_day_sum,total_patients_hospitalized_confirmed_influenza_7_day_sum,icu_patients_confirmed_influenza_7_day_sum,total_patients_hospitalized_confirmed_influenza_and_covid_7_day_sum,total_beds_7_day_coverage,all_adult_hospital_beds_7_day_coverage,all_adult_hospital_inpatient_beds_7_day_coverage,inpatient_beds_used_7_day_coverage,all_adult_hospital_inpatient_bed_occupied_7_day_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_coverage,total_adult_patients_hospitalized_confirmed_covid_7_day_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_coverage,total_pediatric_patients_hospitalized_confirmed_covid_7_day_coverage,inpatient_beds_7_day_coverage,total_icu_beds_7_day_coverage,total_staffed_adult_icu_beds_7_day_coverage,icu_beds_used_7_day_coverage,staffed_adult_icu_bed_occupancy_7_day_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_coverage,staffed_icu_adult_patients_confirmed_covid_7_day_coverage,total_patients_hospitalized_confirmed_influenza_7_day_coverage,icu_patients_confirmed_influenza_7_day_coverage,total_patients_hospitalized_confirmed_influenza_and_covid_7_day_coverage,previous_day_admission_adult_covid_confirmed_7_day_sum,previous_day_admission_adult_covid_confirmed_18-19_7_day_sum,previous_day_admission_adult_covid_confirmed_20-29_7_day_sum,previous_day_admission_adult_covid_confirmed_30-39_7_day_sum,previous_day_admission_adult_covid_confirmed_40-49_7_day_sum,previous_day_admission_adult_covid_confirmed_50-59_7_day_sum,previous_day_admission_adult_covid_confirmed_60-69_7_day_sum,previous_day_admission_adult_covid_confirmed_70-79_7_day_sum,previous_day_admission_adult_covid_confirmed_80+_7_day_sum,previous_day_admission_adult_covid_confirmed_unknown_7_day_sum,previous_day_admission_pediatric_covid_confirmed_7_day_sum,previous_day_covid_ED_visits_7_day_sum,previous_day_admission_adult_covid_suspected_7_day_sum,previous_day_admission_adult_covid_suspected_18-19_7_day_sum,previous_day_admission_adult_covid_suspected_20-29_7_day_sum,previous_day_admission_adult_covid_suspected_30-39_7_day_sum,previous_day_admission_adult_covid_suspected_40-49_7_day_sum,previous_day_admission_adult_covid_suspected_50-59_7_day_sum,previous_day_admission_adult_covid_suspected_60-69_7_day_sum,previous_day_admission_adult_covid_suspected_70-79_7_day_sum,previous_day_admission_adult_covid_suspected_80+_7_day_sum,previous_day_admission_adult_covid_suspected_unknown_7_day_sum,previous_day_admission_pediatric_covid_suspected_7_day_sum,previous_day_total_ED_visits_7_day_sum,previous_day_admission_influenza_confirmed_7_day_sum,lat,long,x,y,geometry,interest,sizes
10,052050,2020-10-30,CA,052050,KINDRED HOSPITAL SOUTH BAY,1246 WEST 155TH STREET,GARDENA,90247,Long Term,6037.0,True,59.0,59.0,54.0,49.0,49.0,23.3,17.0,0.0,0.0,54.0,9.0,9.0,7.0,7.0,-999999.0,-999999.0,0.0,0.0,0.0,413.0,413.0,378.0,343.0,343.0,163.0,119.0,0.0,0.0,378.0,63.0,63.0,49.0,49.0,23.0,23.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-999999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.890009,-118.29742513416963,-13168809.128091166,4014042.466794214,POINT (-13168809.12809117 4014042.466794214),49.0,6.833470057424118
11,052050,2020-10-23,CA,052050,KINDRED HOSPITAL SOUTH BAY,1246 WEST 155TH STREET,GARDENA,90247,Long Term,6037.0,True,59.0,59.0,54.0,50.7,50.7,0.0,0.0,0.0,0.0,54.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,413.0,413.0,378.0,355.0,355.0,0.0,0.0,0.0,0.0,378.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.890009,-118.29742513416963,-13168809.128091166,4014042.466794214,POINT (-13168809.12809117 4014042.466794214),51.0,6.903199343724364
12,052050,2020-10-16,CA,052050,KINDRED HOSPITAL SOUTH BAY,1246 WEST 155TH STREET,GARDENA,90247,Long Term,6037.0,True,59.0,59.0,54.4,52.6,52.6,-999999.0,-999999.0,0.0,0.0,54.4,6.1,6.1,6.1,6.1,-999999.0,-999999.0,0.0,0.0,0.0,413.0,413.0,381.0,368.0,368.0,-999999.0,-999999.0,0.0,0.0,381.0,43.0,43.0,43.0,43.0,-999999.0,-999999.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.890009,-118.29742513416963,-13168809.128091166,4014042.466794214,POINT (-13168809.12809117 4014042.466794214),53.0,6.981132075471698
13,052050,2020-10-09,CA,052050,KINDRED HOSPITAL SOUTH BAY,1246 WEST 155TH STREET,GARDENA,90247,Long Term,6037.0,True,59.0,59.0,55.0,49.4,49.4,-999999.0,-999999.0,0.0,0.0,55.0,8.3,8.3,7.7,7.7,-999999.0,-999999.0,,,,413.0,413.0,385.0,346.0,346.0,5.0,4.0,0.0,0.0,385.0,58.0,58.0,54.0,54.0,4.0,4.0,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,-999999.0,0.0,0.0,0.0,0.0,0.0,-999999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,33.890009,-118.29742513416963,-13168809.128091166,4014042.466794214,POINT (-13168809.12809117 4014042.466794214),49.0,6.849876948318293
14,052050,2020-10-02,CA,052050,KINDRED HOSPITAL SOUTH BAY,1246 WEST 155TH STREET,GARDENA,90247,Long Term,6037.0,True,59.0,59.0,55.0,54.1,54.1,0.0,0.0,0.0,0.0,55.0,4.0,4.0,4.0,4.0,0.0,0.0,,,,413.0,413.0,385.0,379.0,379.0,0.0,0.0,0.0,0.0,385.0,28.0,28.0,28.0,28.0,0.0,0.0,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,33.890009,-118.29742513416963,-13168809.128091166,4014042.466794214,POINT (-13168809.12809117 4014042.466794214),54.0,7.042657916324856
15,052050,2020-09-25,CA,052050,KINDRED HOSPITAL SOUTH BAY,1246 WEST 155TH STREET,GARDENA,90247,Long Term,6037.0,True,59.0,59.0,55.1,53.9,53.9,0.0,0.0,0.0,0.0,55.1,5.4,5.4,5.4,5.4,0.0,0.0,,,,413.0,413.0,386.0,377.0,377.0,0.0,0.0,0.0,0.0,386.0,38.0,38.0,38.0,38.0,0.0,0.0,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,33.890009,-118.29742513416963,-13168809.128091166,4014042.466794214,POINT (-13168809.12809117 4014042.466794214),54.0,7.034454470877769
16,052050,2020-09-18,CA,052050,KINDRED HOSPITAL SOUTH BAY,1246 WEST 155TH STREET,GARDENA,90247,Long Term,6037.0,True,59.0,59.0,57.3,56.9,56.9,-999999.0,-999999.0,0.0,0.0,57.3,9.0,9.0,9.0,9.0,0.0,0.0,,,,413.0,413.0,401.0,398.0,398.0,9.0,9.0,0.0,0.0,401.0,63.0,63.0,63.0,63.0,0.0,0.0,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,-999999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,33.890009,-118.29742513416963,-13168809.128091166,4014042.466794214,POINT (-13168809.12809117 4014042.466794214),57.0,7.1575061525840855
17,052050,2020-09-11,CA,052050,KINDRED HOSPITAL SOUTH BAY,1246 WEST 155TH STREET,GARDENA,90247,Long Term,6037.0,True,59.0,59.0,54.6,52.4,52.4,-999999.0,-999999.0,0.0,0.0,54.6,9.0,9.0,9.0,9.0,-999999.0,-999999.0,,,,413.0,413.0,382.0,367.0,367.0,25.0,25.0,0.0,0.0,382.0,63.0,63.0,63.0,63.0,11.0,11.0,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,4.0,0.0,0.0,-999999.0,0.0,0.0,-999999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,33.890009,-118.29742513416963,-13168809.128091166,4014042.466794214,POINT (-13168809.12809117 4014042.466794214),52.0,6.97292863002461
18,052050,2020-09-04,CA,052050,KINDRED HOSPITAL SOUTH BAY,1246 WEST 155TH STREET,GARDENA,90247,Long Term,6037.0,True,59.0,59.0,54.1,46.9,46.9,-999999.0,-999999.0,0.0,0.0,54.1,8.3,8.3,8.3,8.3,-999999.0,-999999.0,,,,413.0,413.0,379.0,328.0,328.0,9.0,9.0,0.0,0.0,379.0,58.0,58.0,58.0,58.0,-999999.0,-999999.0,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,5.0,0.0,0.0,0.0,0.0,0.0,-999999.0,-999999.0,-999999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,33.890009,-118.29742513416963,-13168809.128091166,4014042.466794214,POINT (-13168809.12809117 4014042.466794214),47.0,6.7473338802296965
19,052050,2020-08-28,CA,052050,KINDRED HOSPITAL SOUTH BAY,1246 WEST 155TH STREET,GARDENA,90247,Long Term,6037.0,True,59.0,59.0,55.0,51.1,51.1,-999999.0,-999999.0,0.0,0.0,55.0,9.0,9.0,9.0,9.0,-999999.0,-999999.0,,,,413.0,413.0,385.0,358.0,358.0,22.0,22.0,0.0,0.0,385.0,63.0,63.0,63.0,63.0,12.0,12.0,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,33.890009,-118.29742513416963,-13168809.128091166,4014042.466794214,POINT (-13168809.12809117 4014042.466794214),51.0,6.91960623461854
20,052050,2020-08-21,CA,052050,KINDRED HOSPITAL SOUTH BAY,1246 WEST 155TH STREET,GARDENA,90247,Long Term,6037.0,True,59.0,57.6,54.6,52.9,52.9,11.1,11.1,0.0,0.0,54.6,9.0,9.0,9.0,9.0,6.7,5.9,,,,413.0,403.0,382.0,370.0,370.0,78.0,78.0,0.0,0.0,382.0,63.0,63.0,63.0,63.0,47.0,41.0,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,-999999.0,0.0,0.0,0.0,0.0,0.0,-999999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,33.890009,-118.29742513416963,-13168809.128091166,4014042.466794214,POINT (-13168809.12809117 4014042.466794214),53.0,6.9934372436423295
21,052050,2020-08-14,CA,052050,KINDRED HOSPITAL SOUTH BAY,1246 WEST 155TH STREET,GARDENA,90247,Long Term,6037.0,True,59.0,54.0,54.6,54.0,54.0,11.7,11.7,0.0,0.0,54.6,7.6,7.6,7.6,7.6,5.7,5.7,,,,413.0,378.0,382.0,378.0,378.0,82.0,82.0,0.0,0.0,382.0,53.0,53.0,53.0,53.0,40.0,40.0,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,-999999.0,0.0,-999999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,33.890009,-118.29742513416963,-13168809.128091166,4014042.466794214,POINT (-13168809.12809117 4014042.466794214),54.0,7.038556193601313
